EmployeeNumber,Surname,GivenName,Gender,City,JobTitle,DepartmentName,StoreLocation,Division,Age,LengthService,AbsentHours,BusinessUnit,MonthlySalary,AnnualSalary,AnnualLeave,SickLeave,OnLeave
181,Hoyt,Arnold,M,West Vancouver,Baker,Bakery,West Vancouver,Stores,37.99890445,6.9820809420000005,33.94380532,Stores,1500,18000,0,1,0
182,Belliveau,Tina,F,Victoria,Baker,Bakery,Victoria,Stores,33.403431,3.9590629089999996,46.92397933,Stores,1500,18000,4,2,0
183,Hoffman,Marvin,M,Langley,Baker,Bakery,Langley,Stores,40.34235317,3.204713851,40.23300149,Stores,1500,18000,13,1,0
184,Slavin,Paul,M,Port Coquitlam,Baker,Bakery,Port Coquitlam,Stores,37.80852455,4.947165495,29.16170217,Stores,1500,18000,11,0,0
185,Rosenfeld,Mary,F,Victoria,Baker,Bakery,Victoria,Stores,42.31715261,2.0482078930000003,44.15691237,Stores,1500,18000,8,2,0
186,Bryan,Larry,M,Vancouver,Auditor,Audit,Vancouver,FinanceAndAccounting,45.01263,12.688114,47.51121024,HeadOffice,30000,360000,8,0,0
187,Hines,Oswaldo,M,Kamloops,Baker,Bakery,Kamloops,Stores,34.28047515,4.044062622,0.0,Stores,1500,18000,12,1,0
188,Finley,Anna,F,Vancouver,Auditor,Audit,Vancouver,FinanceAndAccounting,49.14973,1.0,121.78519320000001,HeadOffice,30000,360000,11,3,0
189,McCaffery,Francis,M,Victoria,Baker,Bakery,Victoria,Stores,35.36492589,5.028810793,31.13908709,Stores,1500,18000,14,1,0
190,Ditch,Diana,F,New Westminster,Baker,Bakery,New Westminster,Stores,53.64586019,5.138841132,79.22102251,Stores,1500,18000,2,1,0
191,Foster,Bonnie,F,Vancouver,Auditor,Audit,Vancouver,FinanceAndAccounting,43.934345,25.934345,38.55781831,HeadOffice,30000,360000,7,1,0
192,Mitchell,Mary,F,Chilliwack,Baker,Bakery,Chilliwack,Stores,19.19153395,4.47318993,0.0,Stores,1500,18000,10,0,0
193,Peterson,Brenda,F,Huntingdon,Baker,Bakery,Abbotsford,Stores,46.68367521,5.3120889039999994,44.74428082,Stores,1500,18000,8,2,0
194,Stokley,George,M,Nelson,Baker,Bakery,Nelson,Stores,44.60240143,4.41770495,93.42104381,Stores,1500,18000,3,3,0
195,Hauser,Harold,M,Burnaby,Baker,Bakery,Burnaby,Stores,48.76869491,5.696230561,96.65594514,Stores,1500,18000,12,2,0
196,Russell,James,M,Nanaimo,Baker,Bakery,Nanaimo,Stores,50.76459344,1.265974742,71.73266923,Stores,1500,18000,0,1,0
197,Mott,Daniel,M,Yale,Baker,Bakery,Chilliwack,Stores,59.01548877,3.241373868,109.24788970000002,Stores,1500,18000,0,3,0
198,Fernandez,Michael,M,Aiyansh,Baker,Bakery,Terrace,Stores,35.98656738,4.453742125,12.57657646,Stores,1500,18000,8,2,0
199,Burton,Norman,M,Richmond,Baker,Bakery,Richmond,Stores,51.39517039,3.682661001,34.073957899999996,Stores,1500,18000,5,1,0
200,Forrest,Tamara,F,Penticton,Baker,Bakery,Kelowna,Stores,57.43314763,5.885415632999999,154.8111128,Stores,1500,18000,11,0,0
201,Britt,Robert,M,Richmond,Baker,Bakery,Richmond,Stores,52.65101839,5.299719683999999,90.2876122,Stores,1500,18000,1,0,0
202,Bennett,Jimmy,M,Victoria,Baker,Bakery,Victoria,Stores,52.187403700000004,3.960580937,113.06612659999999,Stores,1500,18000,2,1,0
203,Watkins,Caitlin,F,Haney,Baker,Bakery,Haney,Stores,51.77301121,3.908676273,106.57300430000001,Stores,1500,18000,2,0,0
204,Wann,Amy,F,New Westminster,Baker,Bakery,New Westminster,Stores,35.11682533,5.865363012,12.10318321,Stores,1500,18000,6,1,0
205,Roberson,Dennis,M,Kamloops,Baker,Bakery,Kamloops,Stores,52.99893588,4.219663308,84.32384993,Stores,1500,18000,12,0,0
206,Moore,Francis,M,Surrey,Baker,Bakery,Surrey,Stores,43.73002137,5.168028157,66.34602697,Stores,1500,18000,1,1,0
207,Johnson,Philip,M,Richmond,Baker,Bakery,Richmond,Stores,40.93856989,5.488107858999999,0.0,Stores,1500,18000,2,0,0
208,Parker,Karen,F,Nelson,Baker,Bakery,Nelson,Stores,18.95983224,3.820712697,0.0,Stores,1500,18000,9,1,0
209,Skipper,Maria,F,Bowen Island,Auditor,Audit,Vancouver,FinanceAndAccounting,57.874559999999995,19.248894,72.92419805,HeadOffice,30000,360000,8,1,0
210,Klein,Jennifer,F,Vancouver,Auditor,Audit,Vancouver,FinanceAndAccounting,53.31296700000001,35.312967,0.0,HeadOffice,30000,360000,5,0,0
211,Vaughn,Robert,M,Fort Langley,Baker,Bakery,Langley,Stores,32.50307819,4.6643302989999995,0.0,Stores,1500,18000,11,1,0
212,Anthony,Juan,M,Clinton,Baker,Bakery,Kamloops,Stores,36.38184177,4.953196152,33.52879809,Stores,1500,18000,9,3,0
213,Lavalley,Glen,M,Prince George,Baker,Bakery,Prince George,Stores,44.84727769,5.1703805119999995,61.73170524,Stores,1500,18000,5,3,0
214,Bryant,Minerva,F,Cassiar,Baker,Bakery,Terrace,Stores,12.684322199999999,3.032072975,0.0,Stores,1500,18000,6,3,0
215,Elmore,Alfred,M,Victoria,Baker,Bakery,Victoria,Stores,54.43216037,4.243228337,111.05457620000001,Stores,1500,18000,2,0,0
216,Johnson,Billy,M,Surrey,Baker,Bakery,Surrey,Stores,60.37304921,2.251922005,174.6845171,Stores,1500,18000,5,0,0
217,Ceaser,Mary,F,Vancouver,Auditor,Audit,Vancouver,FinanceAndAccounting,37.098383,19.098383,46.77119065,HeadOffice,30000,360000,8,3,0
218,Collier,Steven,M,Vancouver,Auditor,Audit,Vancouver,FinanceAndAccounting,44.932590000000005,11.374388,41.62491736,HeadOffice,30000,360000,4,1,0
219,Aaron,Michael,M,Victoria,Baker,Bakery,Victoria,Stores,43.91164167,5.502563615,95.4168043,Stores,1500,18000,3,3,0
220,Moultrie,Kevin,M,Victoria,Baker,Bakery,Victoria,Stores,45.45783561,4.594193677,22.49132554,Stores,1500,18000,7,2,0
221,Witt,Melissa,F,Kelowna,Baker,Bakery,Kelowna,Stores,37.49657444,6.270841741,59.38794448,Stores,1500,18000,11,2,0
222,Duvall,Gina,F,Vancouver,Auditor,Audit,Vancouver,FinanceAndAccounting,49.67844,12.688541,57.22786992,HeadOffice,30000,360000,11,0,0
223,Willard,Jeffrey,M,Surrey,Baker,Bakery,Surrey,Stores,42.78966516,2.483440021,45.13933554,Stores,1500,18000,2,2,0
224,Jacobs,Thomas,M,Victoria,Baker,Bakery,Victoria,Stores,34.80801888,6.462199055,50.51860074,Stores,1500,18000,1,0,0
225,Lopes,Larry,M,Pender Harbour,Baker,Bakery,Victoria,Stores,44.71639495,4.551809045,62.15482382,Stores,1500,18000,7,0,0
226,Wolfram,Betty,F,New Westminster,Baker,Bakery,New Westminster,Stores,39.93536429,6.6096893979999995,16.055531,Stores,1500,18000,4,2,0
227,Dunn,Heather,F,Kamloops,Baker,Bakery,Kamloops,Stores,47.50043293,2.3631850130000003,85.37866147,Stores,1500,18000,2,1,0
228,Kroon,Brent,M,Vancouver,Auditor,Audit,Vancouver,FinanceAndAccounting,44.185803,26.185803,0.0,HeadOffice,30000,360000,11,2,0
229,Finke,Michael,M,Victoria,Baker,Bakery,Victoria,Stores,41.60450461,4.004897103999999,39.67547177,Stores,1500,18000,7,2,0
230,Hulett,Florence,F,Parksville,Baker,Bakery,Nanaimo,Stores,44.22969208,5.520121991,57.18578016,Stores,1500,18000,12,1,0
231,Ponce,Melanie,F,Kamloops,Baker,Bakery,Kamloops,Stores,37.299116600000005,6.880356905,38.10079038,Stores,1500,18000,6,3,0
232,Ellis,Jeri,F,Quesnel,Baker,Bakery,Quesnel,Stores,42.46407075,3.7290815489999996,118.5860854,Stores,1500,18000,0,3,0
233,Cox,Conrad,M,Vancouver,Auditor,Audit,Vancouver,FinanceAndAccounting,39.31457,14.613757999999999,28.89700216,HeadOffice,30000,360000,14,3,0
234,Smith,Raymond,M,New Westminster,Baker,Bakery,New Westminster,Stores,43.35590303,5.9552073729999995,73.39635973,Stores,1500,18000,2,1,0
235,Banks,Ryan,M,New Westminster,Baker,Bakery,New Westminster,Stores,48.48461962,4.929204151,86.86241559,Stores,1500,18000,3,2,0
236,Kendall,Bernadette,F,Richmond,Baker,Bakery,Richmond,Stores,45.28880825,6.267979432000001,106.77330330000001,Stores,1500,18000,12,1,0
237,Fernandez,Brian,M,West Vancouver,Baker,Bakery,West Vancouver,Stores,34.54452812,6.340696466,0.0,Stores,1500,18000,5,3,0
238,Labrie,Vicky,F,Mcleese Lake,Baker,Bakery,Williams Lake,Stores,51.786537599999996,5.205942693,107.83435729999998,Stores,1500,18000,7,2,0
239,Ash,Christopher,M,Surrey,Baker,Bakery,Surrey,Stores,43.46696293,2.826842165,10.68473537,Stores,1500,18000,1,3,0
240,Salisbury,Susan,F,Fort St John,Baker,Bakery,Fort St John,Stores,37.71197934,2.218388271,31.99564508,Stores,1500,18000,2,0,0
241,Healy,Ann,F,Campbell River,Baker,Bakery,Nanaimo,Stores,51.03145944,7.100793025,131.02348899999998,Stores,1500,18000,13,2,0
242,Blake,Edward,M,West Vancouver,Baker,Bakery,West Vancouver,Stores,54.49284808,5.6406290960000005,123.56296540000001,Stores,1500,18000,6,2,0
243,Vega,Yoshiko,F,Wells,Baker,Bakery,Kamloops,Stores,28.9172471,2.244451155,21.03904881,Stores,1500,18000,14,2,0
244,Hamlin,Francis,F,New Westminister,Baker,Bakery,New Westminister,Stores,55.70889907,5.225591189,173.83719419999997,Stores,1500,18000,6,2,0
245,Adams,Andre,M,Vancouver,Bakery Manager,Bakery,Vancouver,Stores,43.19064154,8.109839161,20.93704925,Stores,11000,132000,6,1,0
246,Carruth,Mary,F,Manning Park,Baker,Bakery,Chilliwack,Stores,38.10720123,2.905915461,47.54204413,Stores,1500,18000,6,1,0
247,Turner,Robert,M,Vancouver,Bakery Manager,Bakery,Vancouver,Stores,37.74238941,5.388619589,30.81552612,Stores,11000,132000,13,1,0
248,Norris,Kristin,F,Decker Lake,Baker,Bakery,Prince George,Stores,36.48949145,7.144228322000001,27.60126686,Stores,1500,18000,13,1,0
249,Wiley,Mary,F,Salmon Arm,Baker,Bakery,Kamloops,Stores,54.75064529,5.919600934,152.1244924,Stores,1500,18000,5,0,0
250,Francis,Jocelyn,F,Victoria,Baker,Bakery,Victoria,Stores,44.77484922,4.778751376000001,39.57679255,Stores,1500,18000,10,1,0
251,Goff,Phillip,M,Burnaby,Baker,Bakery,Burnaby,Stores,56.11144912,6.904709931,174.8647281,Stores,1500,18000,12,1,0
252,Reese,Amanda,F,Prince George,Baker,Bakery,Prince George,Stores,34.11491876,1.620817039,4.006486432,Stores,1500,18000,6,1,0
253,Keating,David,M,Sooke,Baker,Bakery,Victoria,Stores,35.97228115,3.5796633410000003,65.57723116,Stores,1500,18000,3,1,0
254,McLaren,Francis,M,Vernon,Baker,Bakery,Vernon,Stores,31.47856723,3.675621244,0.0,Stores,1500,18000,11,3,0
255,Colucci,Evelyn,F,Prince George,Baker,Bakery,Prince George,Stores,35.725835700000005,4.155243385,44.50048614,Stores,1500,18000,10,2,0
256,Wilson,Beverly,F,Horsefly,Baker,Bakery,Prince George,Stores,30.61040793,5.348732049,0.0,Stores,1500,18000,9,0,0
257,Thomas,Ramon,M,Invermere,Baker,Bakery,Cranbrook,Stores,44.57034084,4.188334866,91.35291618,Stores,1500,18000,8,3,0
258,Barnard,Georgia,F,Creston,Baker,Bakery,Cranbrook,Stores,38.19626612,6.728007933,59.95757031,Stores,1500,18000,14,0,0
259,Perez,Erin,F,New Westminster,Baker,Bakery,New Westminster,Stores,38.31640412,5.005929687,28.53802654,Stores,1500,18000,13,3,0
260,Lindo,Susan,F,Topley,Baker,Bakery,Prince George,Stores,54.60035641,3.4149922619999997,112.6071529,Stores,1500,18000,10,3,0
261,Furman,David,M,Aldergrove,Baker,Bakery,Aldergrove,Stores,52.62338815,5.32818421,84.6091321,Stores,1500,18000,12,2,0
262,Neill,Kelly,M,Vancouver,Bakery Manager,Bakery,Vancouver,Stores,32.62756763,5.880796835,20.52608989,Stores,11000,132000,4,2,0
263,Hilyard,Brian,M,Vancouver,Bakery Manager,Bakery,Vancouver,Stores,29.37409177,4.395205208,0.0,Stores,11000,132000,6,2,0
264,Harder,Gary,M,Armstrong,Baker,Bakery,Vernon,Stores,36.14779144,3.136688027,26.70137233,Stores,1500,18000,12,1,0
265,Goode,Todd,M,Field,Baker,Bakery,Cranbrook,Stores,46.19207185,3.9594492010000004,28.78416405,Stores,1500,18000,6,0,0
266,Dunn,Barbara,F,New Westminster,Baker,Bakery,New Westminster,Stores,32.16838201,5.768871951,40.49575113,Stores,1500,18000,5,3,0
267,Leblanc,Louis,M,Youbou,Baker,Bakery,Victoria,Stores,39.94819217,3.641443235,49.90548322,Stores,1500,18000,5,1,0
268,Geist,Gregory,M,Fort St John,Baker,Bakery,Fort St John,Stores,44.77063917,5.473203065,71.6224049,Stores,1500,18000,5,0,0
269,McCann,Hazel,F,Kelowna,Baker,Bakery,Kelowna,Stores,40.23564643,7.969360462999999,22.72600698,Stores,1500,18000,6,1,0
270,Logan,James,M,Nanaimo,Baker,Bakery,Nanaimo,Stores,47.786469200000006,5.409125372,20.11226488,Stores,1500,18000,5,0,0
271,Salinas,Ernest,M,Bowen Island,Bakery Manager,Bakery,Vancouver,Stores,21.96085504,2.81537022,0.0,Stores,11000,132000,13,1,0
272,Sherman,Viola,F,Surrey,Baker,Bakery,Surrey,Stores,49.23854802,5.342303525,75.60492624,Stores,1500,18000,12,3,0
273,Santo,Hubert,M,Sorrento,Baker,Bakery,Kamloops,Stores,38.48180344,3.983263282,3.0266435360000004,Stores,1500,18000,4,3,0
274,Knotts,James,M,Vancouver,Bakery Manager,Bakery,Vancouver,Stores,37.7312481,3.291196527,18.76798501,Stores,11000,132000,11,2,0
275,Gaddy,Tracy,M,Vancouver,Bakery Manager,Bakery,Vancouver,Stores,57.08813022,5.422745919,122.660478,Stores,11000,132000,13,2,0
276,Holloway,Louisa,F,Surrey,Baker,Bakery,Surrey,Stores,34.28082043,5.721009922,28.39811691,Stores,1500,18000,11,2,0
277,Fralick,Thelma,F,Victoria,Baker,Bakery,Victoria,Stores,29.30370209,3.32828679,36.26095364,Stores,1500,18000,8,1,0
278,Lamm,Breanna,F,Victoria,Baker,Bakery,Victoria,Stores,53.97279984,4.725270372,73.94320019999999,Stores,1500,18000,7,0,0
279,Gregor,William,M,Vancouver,Bakery Manager,Bakery,Vancouver,Stores,55.75102139,5.605690977999999,85.85659878,Stores,11000,132000,0,3,0
280,Galligan,Gloria,F,Vancouver,Bakery Manager,Bakery,Vancouver,Stores,49.4851649,4.274813211000001,74.28087994,Stores,11000,132000,11,2,0
281,Wilson,Frank,M,Victoria,Baker,Bakery,Victoria,Stores,45.95132139,5.453772607,104.0283792,Stores,1500,18000,5,0,0
282,Tice,Andre,M,Victoria,Baker,Bakery,Victoria,Stores,36.41103286,2.754126134,0.0,Stores,1500,18000,1,3,0
283,Weaver,Phillip,M,Prince George,Baker,Bakery,Prince George,Stores,40.21737247,5.309408045,36.85759727,Stores,1500,18000,1,2,0
284,Marshall,Gwendolyn,F,Merritt,Baker,Bakery,Kamloops,Stores,43.05432623,4.870581501,38.29051282,Stores,1500,18000,10,2,0
285,Braud,Alfonso,M,Crawford Bay,Baker,Bakery,Cranbrook,Stores,38.38906678,4.968577776,28.63001058,Stores,1500,18000,0,3,0
286,Kelleher,Latonya,F,Richmond,Baker,Bakery,Richmond,Stores,45.08977998,6.959476071,75.08140597,Stores,1500,18000,0,0,0
287,Gorski,Henrietta,F,Rossland,Baker,Bakery,Trail,Stores,58.95193483,5.312972212,146.0033861,Stores,1500,18000,4,3,0
288,Murray,Jennifer,F,New Westminster,Baker,Bakery,New Westminster,Stores,29.6349007,7.847283569,46.67651007,Stores,1500,18000,4,2,0
289,Neill,Harry,M,Victoria,Baker,Bakery,Victoria,Stores,64.18627679999999,4.613496212,198.6057962,Stores,1500,18000,5,1,0
290,Gelinas,Michael,M,Sidney,Baker,Bakery,Victoria,Stores,37.25898016,3.624109308,0.0,Stores,1500,18000,9,3,0
291,Hansen,Earl,M,New Westminster,Baker,Bakery,New Westminster,Stores,48.19952531,5.8827601320000005,76.71632648,Stores,1500,18000,7,3,0
292,Russo,Lisa,F,Kamloops,Baker,Bakery,Kamloops,Stores,11.77831479,4.8737198919999996,0.0,Stores,1500,18000,14,1,0
293,Higginbotham,John,M,Castlegar,Baker,Bakery,Trail,Stores,31.12161244,6.690682756,0.0,Stores,1500,18000,14,3,0
294,Hollen,Joseph,M,Vancouver,Bakery Manager,Bakery,Vancouver,Stores,48.20856562,7.0874518339999995,101.1876391,Stores,11000,132000,2,3,0
295,Utter,Charles,M,Williams Lake,Baker,Bakery,Williams Lake,Stores,46.02262995,4.177042046,102.81057890000001,Stores,1500,18000,3,3,0
296,Crafton,Nancy,F,Vancouver,Bakery Manager,Bakery,Vancouver,Stores,35.54491002,3.3984174360000003,95.89296083,Stores,11000,132000,3,0,0
297,Curtis,Freida,F,New Westminster,Baker,Bakery,New Westminster,Stores,53.03555014,2.68683175,139.6920268,Stores,1500,18000,10,2,0
298,Ashley,Bernice,F,Kelowna,Baker,Bakery,Kelowna,Stores,47.74269834,4.31650222,68.54001737,Stores,1500,18000,13,2,0
299,Neal,Amanda,F,Pender Harbour,Baker,Bakery,Victoria,Stores,28.26400962,3.7946551630000003,0.0,Stores,1500,18000,3,1,0
300,Courtois,Dennis,M,Victoria,Baker,Bakery,Victoria,Stores,47.06341877,4.959406519,44.49102502,Stores,1500,18000,14,2,0
301,Mobley,Willie,M,Quesnel,Baker,Bakery,Quesnel,Stores,41.25308043,4.310755835,0.0,Stores,1500,18000,9,1,0
302,Noriega,Mary,F,Spences Bridge,Baker,Bakery,Kamloops,Stores,43.17225733,3.413951341,68.6669675,Stores,1500,18000,11,1,0
303,Moore,William,M,Vancouver,Benefits Admin,Employee Records,Vancouver,HumanResources,49.817240000000005,26.083188,57.20654368,HeadOffice,5000,60000,2,3,0
304,Barrientez,Xavier,M,New Westminster,Baker,Bakery,New Westminster,Stores,38.65612904,4.9863052219999995,0.0,Stores,1500,18000,1,2,0
305,Ingram,Kenneth,M,West Vancouver,Cashier,Customer Service,West Vancouver,Stores,55.95054231,6.078620916,83.18389739,Stores,1200,14400,11,3,0
306,Ober,Steven,M,Richmond,Baker,Bakery,Richmond,Stores,30.94561689,3.8350346660000003,0.0,Stores,1500,18000,2,0,0
307,Hull,Craig,M,New Westminster,Baker,Bakery,New Westminster,Stores,46.11313148,5.623581958,35.37072859,Stores,1500,18000,2,0,0
308,Davis,Lori,F,Vancouver,Benefits Admin,Employee Records,Vancouver,HumanResources,52.68017,5.079882,60.25250171,HeadOffice,5000,60000,11,0,0
309,Sands,Diane,F,Vancouver,Benefits Admin,Employee Records,Vancouver,HumanResources,55.76493000000001,15.906366,0.0,HeadOffice,5000,60000,6,1,0
310,Watts,Ismael,M,Aldergrove,Baker,Bakery,Aldergrove,Stores,45.91600372,3.975289361,65.69786089,Stores,1500,18000,2,0,0
311,Lynch,Raymond,M,Langley,Baker,Bakery,Langley,Stores,47.059861299999994,5.691602847,86.27605733,Stores,1500,18000,13,2,0
312,Gerard,Kenneth,M,Willow Point,Baker,Bakery,Trail,Stores,46.10034641,4.444679915,75.85883594,Stores,1500,18000,14,1,0
313,Daniel,Jennifer,F,Vancouver,Benefits Admin,Employee Records,Vancouver,HumanResources,55.01031,32.350609000000006,113.90216140000001,HeadOffice,5000,60000,9,2,0
314,Guzman,Sharon,F,Langley,Baker,Bakery,Langley,Stores,38.84841513,1.974589769,40.50500469,Stores,1500,18000,10,3,0
315,Carbaugh,Monica,F,Abbotsford,Baker,Bakery,Abbotsford,Stores,63.64067214,2.064808515,206.8713669,Stores,1500,18000,9,1,0
316,Espinoza,Steven,M,Penticton,Baker,Bakery,Kelowna,Stores,46.40050071,3.789111033,35.57021837,Stores,1500,18000,3,0,0
317,Mills,Tiffany,F,Vancouver,Benefits Admin,Employee Records,Vancouver,HumanResources,53.4876,9.940766,42.15238664,HeadOffice,5000,60000,5,0,0
318,Chamness,Richard,M,New Westminster,Baker,Bakery,New Westminster,Stores,45.8087373,3.814751013,107.70543149999999,Stores,1500,18000,5,0,0
319,Bricker,Jacqueline,F,Port Coquitlam,Baker,Bakery,Port Coquitlam,Stores,38.19359343,4.489481218,71.13512797,Stores,1500,18000,14,0,0
320,Yokoyama,Jorge,M,Kelowna,Baker,Bakery,Kelowna,Stores,61.03372746,2.4297028330000003,181.0606009,Stores,1500,18000,8,2,0
321,Jackson,Justin,M,Vancouver,Benefits Admin,Employee Records,Vancouver,HumanResources,49.65137,21.960998999999997,21.17797032,HeadOffice,5000,60000,3,1,0
322,Gomez,Irene,F,Vancouver,Compensation Analyst,Compensation,Vancouver,HumanResources,39.23264,13.412317999999999,0.0,HeadOffice,15000,180000,8,3,0
323,Cromer,Arthur,M,Nelson,Baker,Bakery,Nelson,Stores,27.19733271,3.300616625,0.0,Stores,1500,18000,12,2,0
324,Davis,Michael,M,Vancouver,Compensation Analyst,Compensation,Vancouver,HumanResources,49.737079,31.737078999999998,0.0,HeadOffice,15000,180000,7,2,0
325,Snowden,Linda,F,Vancouver,Compensation Analyst,Compensation,Vancouver,HumanResources,54.78184,17.754217,72.29939142,HeadOffice,15000,180000,3,2,0
326,Helton,Mary,F,Surrey,Baker,Bakery,Surrey,Stores,49.35642336,3.402556616,90.58930376,Stores,1500,18000,4,2,0
327,Shockley,Franklin,M,North Vancouver,Baker,Bakery,North Vancouver,Stores,37.64279675,6.196562502000001,13.95236794,Stores,1500,18000,5,3,0
328,Johnstone,Armand,M,Richmond,Baker,Bakery,Richmond,Stores,37.92292401,7.783429235,43.26658309,Stores,1500,18000,0,1,0
329,Linder,Janice,F,North Vancouver,Baker,Bakery,North Vancouver,Stores,13.91701673,3.471968504,0.0,Stores,1500,18000,13,2,0
330,Gonzalez,Rodney,M,Aldergrove,Cashier,Customer Service,Aldergrove,Stores,46.47444666,6.767435204,44.96931708,Stores,1200,14400,1,2,0
331,Stalder,Lawrence,M,Woss,Baker,Bakery,Cranbrook,Stores,42.26699217,5.240078791,39.06571163,Stores,1500,18000,10,3,0
332,Price,Daisy,F,New Westminster,Baker,Bakery,New Westminster,Stores,49.70256092,3.907616472,127.1518493,Stores,1500,18000,8,0,0
333,Olson,Ronald,M,Cobble Hill,Baker,Bakery,Victoria,Stores,60.01328716,6.856205911,125.8763124,Stores,1500,18000,11,1,0
334,Collins,Timothy,M,Lac La Hache,Baker,Bakery,Williams Lake,Stores,41.20807653,6.954832391,58.95419875,Stores,1500,18000,0,2,0
335,Clay,William,M,Victoria,Baker,Bakery,Victoria,Stores,53.77834729,3.574201195,129.270387,Stores,1500,18000,9,0,0
336,Davis,Paul,M,Bob Quinn Lake,Baker,Bakery,Terrace,Stores,51.55788049,4.248976721,90.27111205,Stores,1500,18000,5,0,0
337,Snow,Darwin,M,Muncho Lake,Baker,Bakery,Fort St John,Stores,49.3310176,4.248736359,73.93095013,Stores,1500,18000,9,3,0
338,Giuliani,Philip,M,Hedley,Baker,Bakery,Princeton,Stores,40.68595999,4.326906054,7.234942941,Stores,1500,18000,10,0,0
339,Kwan,Mary,F,Sardis,Baker,Bakery,Chilliwack,Stores,52.38056007,0.9370852829999999,145.8827831,Stores,1500,18000,14,0,0
340,Moody,Bebe,F,Gold Bridge,Baker,Bakery,Kamloops,Stores,34.47078152,4.392234231000001,23.06389,Stores,1500,18000,13,2,0
341,Burg,Eleanor,F,Victoria,Baker,Bakery,Victoria,Stores,48.14741118,4.459393608,50.69225157,Stores,1500,18000,6,3,0
342,Zamora,Frances,F,Sparwood,Baker,Bakery,Cranbrook,Stores,42.04539396,3.551056692,87.10310132,Stores,1500,18000,11,0,0
343,Campbell,Jeremiah,M,Port Mcneill,Baker,Bakery,Nanaimo,Stores,48.32233424,7.209689888,79.00598166,Stores,1500,18000,7,1,0
344,Alvarado,Anabel,F,Fort St John,Baker,Bakery,Fort St John,Stores,46.85967012,7.30558877,92.24606666,Stores,1500,18000,2,1,0
345,Hughes,Margaret,F,Salmon Valley,Baker,Bakery,Prince George,Stores,65.03202077,3.6901631260000003,207.3551542,Stores,1500,18000,1,0,0
346,Collins,Grace,F,Squamish,Baker,Bakery,Squamish,Stores,40.43092925,2.957327667,57.78513419,Stores,1500,18000,1,2,0
347,Cunningham,Lisa,F,New Westminster,Baker,Bakery,New Westminster,Stores,44.70052933,3.467367139,57.47130909,Stores,1500,18000,6,0,0
348,Corcoran,Cassandra,F,Victoria,Baker,Bakery,Victoria,Stores,48.73561807,5.43412175,75.48601993,Stores,1500,18000,1,2,0
349,Stier,Amy,F,Victoria,Baker,Bakery,Victoria,Stores,24.77526856,3.9242884389999997,0.0,Stores,1500,18000,7,1,0
350,Horton,Samuel,M,Kelowna,Baker,Bakery,Kelowna,Stores,28.82467817,4.3132499619999995,18.74347478,Stores,1500,18000,3,1,0
351,Jones,Jorge,M,Vancouver,Compensation Analyst,Compensation,Vancouver,HumanResources,40.099508,22.099508,120.38016640000001,HeadOffice,15000,180000,12,3,0
